license_type,license_prefix,license_number,name,address,city,township,sanitarian,area,phone
SFE,4781,077546,FRANKS RESTAURANT,"334 MAYNARD",ANN ARBOR,,Sherwin,"05 VD Area UM Campus Northwest",734-761-5699
SFE,4781,077746,RED LOBSTER #0260,"2420 CARPENTER ROAD",ANN ARBOR,,Deedler,"17 CY Area Washtnaw & Carpnter",734-971-4412
SFE,4781,077945,HURON VALLEY PACE,"2940 ELLSWORTH RD",YPSILANTI,YPSILANTI,Pearson,"18 CW Area Whittker & Mich Ave",734-572-5777
SFE,4781,077946,ZINGERMAN'S CORNMAN FARM,"8540 ISLAND LAKE RD",DEXTER,DEXTER,Matranga,"Zingerman's chain",734-619-8100
SFE,4781,078068,AMA BISTRO,"215 S. STATE STREET",ANN ARBOR,,Sherwin,"05 VD Area UM Campus Northwest",734-780-7202
SFE,4781,078297,MAIZ MEXICAN CANTINA,"36 E. CROSS STREET",YPSILANTI,,Pearson,"19 CH Area AA Schls & DepotTwn",734-340-6010
SFE,4781,078409,MILAN DAIRY BARN,"805 DEXTER STREET",MILAN,,Matranga,"09 PB Area Milan & Ecorse/Ford",734-308-2223
SFE,4781,078410,BLANK SLATE CREAMERY LLC,"300 W. LIBERTY",ANN ARBOR,,Matranga,"12 SM Area Dwntwn AA, Wash Ave",734-922-5383
SFE,4781,078793,BIGGBY COFFEE,"3980 PLATT RD STE A",ANN ARBOR,,Deedler,"Biggby Coffee chain",734-368-9384
SFE,4781,078847,CARRIGAN CAFE,"101 S ANN ARBOR ST, STE 107",SALINE,,Yet,"07 CH Area Saline",734-316-7633
SFE,4781,078876,BEARCLAW COFFEE COMPANY,"2460 WASHTENAW AVE.",ANN ARBOR,,Matranga,"Bearclaw Coffee Chain",734-369-9660
SFE,4781,078985,McDONALD'S,"1177 DEXTER STREET",MILAN,,Hauck,"McDonalds chain",734-439-1520
SFE,4781,079126,GLAZIER COMMONS @ CRC,"805 W. MIDDLE ST",CHELSEA,,Hansell,"01 PB Area Chelsea",734-433-1000
SFE,4781,079127,ATRIA ANN ARBOR,"1901 PLYMOUTH RD",ANN ARBOR,,Yet,"",734-741-9500
SFE,4781,079128,SUSHI TIME,"7050 DEXTER-ANN ARBOR RD #100",DEXTER,,Matranga,"02 VD Area Dexter",734-253-2581
SFE,4781,079129,KRAZY JIM'S BLIMPY BURGER,"304 S. ASHLEY",ANN ARBOR,,Yet,"12 SM Area Dwntwn AA, Wash Ave",734-663-4590
SFE,4781,079410,ANN ARBOR COMEDY SHOWCASE,"212 S FOURTH AVE, STE A",ANN ARBOR,,Kamenec,"",734-996-9080
SFE,4781,079415,SKYLINE HIGH SCHOOL INDOOR CONCESSIONS,"2552 N MAPLE",ANN ARBOR,,Kamenec,"Ann Arbor Public Schools",734-994-7075
SFE,4781,079497,PF CHANGS CHINA BISTRO,"720 BRIARWOOD CIR",ANN ARBOR,,Hansell,"08 CH Area Manchest & Briarwod",734-780-3900
SFE,4781,079696,ANTONIO'S CONEY ISLAND,"2896 WASHTENAW AVE",YPSILANTI,YPSILANTI,Hauck,"03 PB Area Whit Lke & Wash Ave",734-905-7321
SFE,4781,079706,LA TORRE TAQUERIA MEXICAN RESTAURANT LLC,"1525 WASHTENAW AVE.",YPSILANTI,,Hauck,"03 PB Area Whit Lke & Wash Ave",734-905-7220
SFE,4781,079959,MCDONALD'S RESTAURANT 33298,"3325 WASHTENAW AVE",ANN ARBOR,,Hauck,"McDonalds chain",734-975-0466
SFE,4781,079960,MCDONALD'S RESTAURANT #3990,"3811 CARPENTER RD",YPSILANTI,PITTSFIELD,Hauck,"McDonalds chain",734-477-9010
SFE,4781,079962Z,MCDONALD'S #11520,"2675 PLYMOUTH RD",ANN ARBOR,,Hauck,"McDonalds chain",734-662-9343
SFE,4781,079965,MO P'S,"2071 GOLFSIDE",YPSILANTI,YPSILANTI,Pearson,"03 PB Area Whit Lke & Wash Ave",734-340-3972
SFE,4781,080021,LUNCH ROOM BAKERY & CAFE, THE,"2200 FULLER CT., SUITE 8B",ANN ARBOR,,Hansell,"Lunch Room Chain",734-224-8887
SFE,4781,080115,NORTHFIELD TOWNSHIP COMMUNITY CENTER,"9101 MAIN ST",WHITMORE LAKE,NORTHFIELD,Matranga,"",734-449-2295
SFE,4781,080205,DAIRY QUEEN OF YPSILANTI,"101 E. MICHIGAN AVENUE",YPSILANTI,,Pearson,"10 SM Area Mich Ave/Ypsi City",734-482-7374
SFE,4781,080371,RUTH'S CHRIS STEAKHOUSE,"314 S. FOURTH AVENUE",ANN ARBOR,,Kamenec,"15 SM Area Washngtn, Librty AA",734-585-5155
SFE,4781,080372,GABRIEL'S HOAGIE SHOP,"2585 E. MICHIGAN AVENUE",YPSILANTI,,Pearson,"18 CW Area Whittker & Mich Ave",734-483-5846
SFE,4781,080373,STATE THEATRE,"233 S. STATE STREET",ANN ARBOR,,Sherwin,"05 VD Area UM Campus Northwest",734-668-8397
SFE,4871,080588,HUNGRY HOWIES,"439 E. MICHIGAN AVE.",SALINE,,Matranga,"Hungry Howie chain",734-944-9188
SFE,4781,080589,JERUSALEM GARDEN,"314 E. LIBERTY",ANN ARBOR,,Matranga,"15 SM Area Washngtn, Librty AA",734-995-5060
SFE,4781,080835,JIMMY JOHNS #9064,"1149 S MAIN ST.",CHELSEA,,Matranga,"Jimmy Johns Chain",734-433-4300
SFE,4781,081244,DAIRY QUEEN,"2430 W. STADIUM BLVD",ANN ARBOR,,Pearson,"11 RS Area Stadium & Jackson",734-663-7361
SFE,4781,081248,NIXON FARMS,"6175 DALY RD",DEXTER,,Matranga,"",734-845-7127
SFE,4781,081251,STARBUCKS COFFEE #23127,"120 S ZEEB RD STE 101",ANN ARBOR,,Matranga,"Starbuck's chain",734-904-4823
SFE,4781,081252,PANCHEROS MEXICAN GRILL,"3155 ANN ARBOR SALINE STE C",ANN ARBOR,,Kamenec,"Pancheros Mexican Grill",734-332-4640
SFE,4781,081253,GLOBAL TECH ACADEMY,"1715 E. FOREST AVE.",YPSILANTI,YPSILANTI,Deedler,"Central Academy Chain",734-390-9625
SFE,4781,081255,BLACK DIESEL COFFEE LLC,"1423 E. STADIUM BLVD.",ANN ARBOR,,Hauck,"20 CY Area Packard & Eisenhowr",734-436-8255
SFE,4781,081334,A TASTE OF SOUL BY BIGGIE'S,"1004 W. MICHIGAN AVENUE",YPSILANTI,YPSILANTI,Pearson,"18 CW Area Whittker & Mich Ave",734-483-8360
SFE,4781,081373,CHAPALA MEXICAN RESTAURANT,"211 N. MAIN ST",ANN ARBOR,,Kamenec,"14 RS Area Main Street AA",734-996-1456
SFE,4781,081377,McDONALD'S #13841,"3001 LOHR ROAD",ANN ARBOR,PITTSFIELD,Hauck,"McDonalds chain",734-995-9356
SFE,4781,081789,STARBUCKS COFFEE #23876,"3141 ANN ARBOR-SALINE RD",ANN ARBOR,,Matranga,"Starbuck's chain",734-474-6377
SFE,4781,081790,SALT SPRINGS BREWERY,"117 S. ANN ARBOR RD.",SALINE,,Yet,"07 CH Area Saline",734-295-9191
SFE,4781,081898,GRADUATE ANN ARBOR,"615 E. HURON ST",ANN ARBOR,,Kamenec,"15 SM Area Washngtn, Librty AA",734-769-2200
SFE,4781,081926,LA MARQUEZA TAQUERIA MEXICAN,"1396 E. MICHIGAN AVENUE",YPSILANTI,YPSILANTI,Pearson,"18 CW Area Whittker & Mich Ave",734-219-7510
SFE,4781,082128,BABS' UNDERGROUND LOUNGE,"213 S. ASHLEY",ANN ARBOR,,Deedler,"BarStar Group",734-997-0800
SFE,4781,082285,CROSS AND RESURRECTION CHURCH,"812 ANN ST",YPSILANTI,,Deedler,"13 RS Area EMU & Campus Area",734-829-0148
SFE,4781,082367,BURGER KING #1029,"1073 E MICHIGAN AVE",YPSILANTI,,Yet,"Burger King chain",734-484-4714
SFE,4781,082368,BURGER KING #1025,"151 S. ZEEB ROAD",ANN ARBOR,,Yet,"Burger King chain",734-769-1658
SFE,4781,082369,BURGER KING #1011,"2170 RAWSONVILLE RD",VAN BUREN TWP,,Yet,"Burger King chain",734-484-0710
SFE,4781,082605,ARBY'S #6169,"195 BAKER RD",DEXTER,SCIO,Kamenec,"Arby's chain",734-426-0184
SFE,4781,082606,STORYPOINT,"6230 S STATE ST",SALINE,PITTSFIELD,Yet,"07 CH Area Saline",734-944-6600
SFE,4781,082613,TEXAS ROADHOUSE,"3133 ANN ARBOR-SALINE RD",ANN ARBOR,,Deedler,"",734-332-8850
SFE,4781,082614,RESIDENCE INN,"120 W HURON",ANN ARBOR,,Matranga,"",734-662-9999
SFE,4781,082615,SPENCER RESTAURANT,"113 E LIBERTY ST",ANN ARBOR,,Matranga,"15 SM Area Washngtn, Librty AA",734-369-3979
SFE,4781,082616,STONY LAKE BREWING COMPANY,"447 E MICHIGAN AVE",SALINE,,Yet,"07 CH Area Saline",734-757-4820
SFE,4781,082617,YPSI ALEHOUSE,"124 PEARL ST., STE 100",YPSILANTI,,Pearson,"10 SM Area Mich Ave/Ypsi City",734-487-1555
SFE,4781,082827,TIM HORTON'S,"1311 ANNA J STEPP DR",YPSILANTI,YPSILANTI,Kamenec,"Tim Hortons Chain",734-480-9151
SFE,4781,082829,BENITO'S PIZZA,"1088 N. HURON RIVER DR",YPSILANTI,,Deedler,"13 RS Area EMU & Campus Area",961-0707
SFE,4781,083087,MCDONALDS- KJ1 INC,"5550 W. MICHIGAN AVE",YPSILANTI,PITTSFIELD,Hauck,"McDonalds chain",734-572-1452
SFE,4781,083219,AMERICAN LEGION POST 282,"100 ECORSE RD",YPSILANTI,,Pearson,"",734-547-5450
SFE,4781,083220,ANTHONY'S GOURMET PIZZA INC,"1924 PACKARD RD",ANN ARBOR,,Matranga,"Anthony's Gourmet Pizza",734-213-2500
SFE,4781,083225,SHINOLA CAFE,"301 S MAIN ST",ANN ARBOR,,Sherwin,"14 RS Area Main Street AA",734-389-7013
SFE,4781,083394,ONCE UPON A GRILL,"3148 PACKARD",ANN ARBOR,,Hauck,"20 CY Area Packard & Eisenhowr",734-997-5277
SFE,4781,083397Z,DOMINOS PIZZA,"2121 S. GROVE ROAD",YPSILANTI,,Sherwin,"Domino's chain",734-483-8000
SFE,4781,083406Z,PITA EXPRESS BRIARWOOD,"452 BRIARWOOD CIRCLE",ANN ARBOR,,Hansell,"08 CH Area Manchest & Briarwod",734-623-0390
SFE,4781,083408,TOAST 2 TOAST -HOLIDAY INN,"3155 BOARDWALK DRIVE",ANN ARBOR,ANN ARBOR,Deedler,"20 CY Area Packard & Eisenhowr",734-213-1900
SFE,4781,083409,"COMMON CUP THE /UNIVERSIITY LUTHERN CHAP","1511 WASHTENAW",ANN ARBOR,,Hauck,"12 SM Area Dwntwn AA, Wash Ave",734-327-6914
SFE,4781,083588,SUBWAY #45922,"3098 PLATT RD",ANN ARBOR,,Sherwin,"Subway chain",734-975-8865
SFE,4781,083589,CHINESE TONITE RESTAURANT,"1127 S. MAIN STREET",CHELSEA,,Hauck,"01 PB Area Chelsea",734-475-3797
SFE,4781,084652Z,SPORES CAFE,"814 S. STATE ST",ANN ARBOR,,,"",734-888-6874
SFE,4781,201294,MILES OF GOLF,"3113 CARPENTER RD",YPSILANTI,,Matranga,"17 CY Area Washtnaw & Carpnter",734-973-9004
SFE,4781,201297,JIMMY JOHN'S #9074,"120 S. ZEEB RD",ANN ARBOR,SCIO,Matranga,"Jimmy Johns Chain",734-761-6700
SFE,4781,203125,MCSHANE'S IRISH PUB,"2203 ELLSWORTH ROAD",YPSILANTI,YPSILANTI,Pearson,"12 SM Area Dwntwn AA, Wash Ave",734-434-0494
SFE,4781,203128,WASHTENAW INTERNATIONAL SCHOOL,"105 N MANSFIELD",YPSILANTI,,Deedler,"Ypsilanti Community Schools",734-221-1216
SFE,4781,203130,HAMPTON INN ANN ARBOR WEST,"2910 JACKSON RD",ANN ARBOR,ANN ARBOR,Hansell,"11 RS Area Stadium & Jackson",734-994-1100
SFE,4781,203131,ROOSROAST COFFEE,"117 E LIBERTY",ANN ARBOR,,Pearson,"15 SM Area Washngtn, Librty AA",734-222-9202
SFE,4781,203133,TROPICAL SMOOTHIE,"885 W. EISENHOWER PKWY",ANN ARBOR,,Sherwin,"Tropical Smoothie Chain",734-882-2971
SFE,4781,203134,NO THAI,"2276 S. MAIN ST",ANN ARBOR,,Pearson,"",734-369-2604
SFE,4781,203566,GREYLINE- ZINGERMAN'S EVENT SPACE,"100 N ASHLEY",ANN ARBOR,,Matranga,"Zingerman's chain",734-663-3354
SFE,4781,203570,EMU CROSSROADS MARKET PLACE,"HOYT CONFERENCE CENTER",YPSILANTI,,Yet,"EMU Schools",734-487-4453
SFE,4781,203571,EMU STUDENT CENTER STARBUCKS,"900 OAKWOOD BLVD.",YPSILANTI,,Yet,"EMU Schools",734-487-4453
SFE,4781,203572,EMU BANQUET,"900 OAKWOOD BLVD.",YPSILANTI,,Yet,"EMU Schools",734-487-4453
SFE,4781,203573,EMU CONVOCATION CENTER,"799 HEWITT ROAD",YPSILANTI,,Yet,"EMU Schools",734-487-4453
SFE,4781,203578,EMU COMMONS,"529 ST JOHN ST, UPPER LEVEL",YPSILANTI,,Yet,"EMU Schools",734-487-4453
SFE,4781,203579,EMU TU TACO,"900 OAKWOOD BLVD.",YPSILANTI,,Yet,"EMU Schools",734-487-4453
SFE,4781,203584,"EMU STUDENT CENTER CATERING KITCHEN, 1F","900 OAKWOOD BLVD.",YPSILANTI,,Yet,"EMU Schools",734-487-4453
SFE,4781,203588,EMU CONCESSION HOME BOOTH,"RYNEARSON STADIUM",YPSILANTI,,Yet,"EMU Schools",734-487-4453
SFE,4781,203589,EMU BASEBALL CONCESSION BOOTH,"799 N HEWITT",YPSILANTI,,Yet,"EMU Schools",734-487-4453
SFE,4781,203797,LOS TRES AMIGOS CHELSEA,"350 N MAIN ST",CHELSEA,,Hauck,"01 PB Area Chelsea",734-593-9166
SFE,4781,203798,RHYTHM & BREWS @ GOOGLE,"2300 TRAVERWOOD DR",ANN ARBOR,,Yet,"06 CW Area Plymth Rd, Ypsi",917-502-5986
SFE,4781,203801,MARKET CAFE,"2300 TRAVERWOOD DR",ANN ARBOR,,Yet,"06 CW Area Plymth Rd, Ypsi",917-502-5986
SFE,4781,203953,EMU TRUE BURGERS,"900 OAKWOOD",YPSILANTI,,Yet,"EMU Schools",734-487-4453
SFE,4781,204171,BASKIN ROBBINS,"1952 W. STADIUM BLVD",ANN ARBOR,,Matranga,"11 RS Area Stadium & Jackson",734-332-3493
SFE,4784,204460,SWEETWATERS WESTGATE LLC,"2503 JACKSON AVE",ANN ARBOR,,Matranga,"Sweetwater's chain",734-827-5116
SFE,4781,204461,ST. JAMES EPISCOPAL,"3279 BROAD STREET",DEXTER,,Matranga,"02 VD Area Dexter",734-426-8247
SFE,4781,204579,APEX CUISINE,"620 S. STATE ST.",ANN ARBOR,,Sherwin,"Apex Cuisine",734-417-5543
SFE,4781,205139,"LINCOLN HIGH SCHOOL CONCESSIONS (INDOOR)","7425 WILLIS RD",YPSILANTI,AUGUSTA,Pearson,"Lincoln Consolidated Schools",734-484-7000
SFE,4781,205140,"CASABLANCA MOROCCA & MEDITERANEAN CUISIN","2333 WASHTENAW",YPSILANTI,YPSILANTI,Hauck,"03 PB Area Whit Lke & Wash Ave",734-961-7825
SFE,4781,205752,MISS KIM,"415 N 5TH AVE",ANN ARBOR,,Matranga,"Zingerman's chain",734-275-0099
SFE,4781,205759,JIMMY JOHN'S #9048,"3945 S STATE ST",ANN ARBOR,,Matranga,"Jimmy Johns Chain",734-662-4700
SFE,4781,206428,DETROIT PIZZA PUB,"207 N. MAIN ST",ANN ARBOR,,Kamenec,"14 RS Area Main Street AA",734-780-7344
SFE,4781,208128,OLGA'S KITCHEN #202,"3500 WASHTENAW AVE, STE P",ANN ARBOR,,Hauck,"Olga's Kitchen Chain",248-262-1000
SFE,4781,208129Z,TURKISH VILLAGE CAFE,"120 E. LIBERTY ST.",ANN ARBOR,,,"",734-263-2996
SFE,4781,208139,QUALITY INN & SUITES,"2376 CARPENTER RD",ANN ARBOR,,Deedler,"17 CY Area Washtnaw & Carpnter",734-477-9977
SFE,4781,210837,CHINA KING,"3901 JACKSON RD",ANN ARBOR,SCIO,Kamenec,"16 CW Area Jackson, Zeeb, Lohr",
SFE,4781,211422,MINY'S MEXICAN RESTAURANT,"2866 WASHTENAW",YPSILANTI,,Hauck,"Miny's Chain",734-434-0857
SFE,4781,212281,RAPPOURT BREW & CHEW,"2721 PLYMOUTH RD",ANN ARBOR,,Yet,"06 CW Area Plymth Rd, Ypsi",734-929-2430
SFE,4781,212282,HOMES BREWERY, LLC,"2321 JACKSON AVE",ANN ARBOR,,Hauck,"11 RS Area Stadium & Jackson",734-260-4627
SFE,4781,212283,EMAGINE SALINE,"1335 E MICHIGAN AVE",SALINE,,Yet,"07 CH Area Saline",734-316-5500
SFE,4781,212284,UNIVERSITY LIVING,"2865 S. MAIN STREET",ANN ARBOR,,Deedler,"20 CY Area Packard & Eisenhowr",734-669-3030
SFE,4781,212291Z,DOMINO'S PIZZA,"716 PACKARD",ANN ARBOR,,Sherwin,"Domino's chain",734-769-4444
SFE,4781,212553,TUP TIM THAI CUISINE,"4896 WASHTENAW",ANN ARBOR,PITTSFIELD,Pearson,"17 CY Area Washtnaw & Carpnter",734-528-5588
SFE,4781,212554,ROLLING MEADOWS GOLF COURSE,"6484 SUTTON RD",WHITMORE LAKE,NORTHFIELD,Matranga,"06 CW Area Plymth Rd, Ypsi",734-662-5144
SFE,4781,212555,GINGER DELI COMISSARY,"4175 WHITMORE LAKE RD",ANN ARBOR,ANN ARBOR,Sherwin,"Ginger Deli Chain","248-390-8621"
SFE,4781,212728,CASPIAN MEDITERRAN GRILL,"1334 ANNA J STEPP DR",YPSILANTI,,Pearson,"18 CW Area Whittker & Mich Ave",734-219-0505
SFE,4781,212729,PRETZEL BELL,"226 S MAIN ST",ANN ARBOR,,Kamenec,"Mission Management Chain",734-994-2773
SMF,4781,214472,AWESOME DOG'S LLC,"18211 W PLEASANT LAKE RD",MANCHESTER,,Hauck,"01 PB Area Chelsea",734-320-0698
SFE,4781,215077,ONE BOWL RESTAURANT,"1220 S. UNIVERSITY, STE 110",ANN ARBOR,,Kamenec,"04 VD Area UM Campus South",734-747-7006
SFE,4781,215087,FIRST BITE, MADE FROM SCRATCH,"108 S. MAIN STREET",ANN ARBOR,,Sherwin,"14 RS Area Main Street AA",734-369-4765
SFE,4781,215091,MCDONALD'S #2936,"373 N. ZEEB ROAD",ANN ARBOR,SCIO,Hauck,"McDonalds chain",734-994-6214
SFE,4781,215111,STAYBRIDGE SUITES ANN ARBOR,"3850 RESEARCH PARK DR",ANN ARBOR,,Hansell,"08 CH Area Manchest & Briarwod",734-213-1400
SFE,4781,215112,HOT POT CHEN,"2255 W. STADIUM BLVD",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-668-8389
SFE,4781,215113,MAMA SATTO,"715 N. UNIVERSITY",ANN ARBOR,,Sherwin,"05 VD Area UM Campus Northwest","(734) 213-3044"
SFE,4781,216115,DEXTER CREAMERY,"8106 MAIN ST",DEXTER,,Matranga,"02 VD Area Dexter",734-619-7700
SFE,4781,216928,ENCUENTRO LATINO,"228 W. MICHIGAN AVENUE",YPSILANTI,,Pearson,"10 SM Area Mich Ave/Ypsi City",734-483-1727
SFE,4781,217495,TROPICAL SMOOTHIE CAFE',"607 E LIBERTY ST",ANN ARBOR,,Sherwin,"Tropical Smoothie Chain",734-585-0266
SFE,4781,217498Z,LARKSPUR LANDING SELECT,"2300 GREEN ROAD",ANN ARBOR,,Yet,"06 CW Area Plymth Rd, Ypsi",734-996-4444
SFE,4781,218764,AL'S EXPRESS LLC,"1653 HOLMES ROAD",YPSILANTI,YPSILANTI,Pearson,"09 PB Area Milan & Ecorse/Ford",734-544-3474
SFE,4781,218867,PINKBERRY BRIARWOOD,"100 BRIARWOOD CIRCLE, KI-34",ANN ARBOR,,Hansell,"08 CH Area Manchest & Briarwod",734-222-4700
SFE,4781,220176,HYATT PLACE,"3223 S STATE ST",ANN ARBOR,,Hansell,"08 CH Area Manchest & Briarwod",734-995-1234
SFE,4781,220178,FAMILY TAKEOUT, LLC,"510 W. MICHIGAN AVENUE",YPSILANTI,,Pearson,"10 SM Area Mich Ave/Ypsi City",734-485-1923
SFE,4781,220181,KOSMO'S BOPSHOP,"308 S. ASHLEY",ANN ARBOR,,Kamenec,"15 SM Area Washngtn, Librty AA",734-369-4767
SFE,4781,220186,EMU CHICK FIL A,"878 W. CROSS ST",YPSILANTI,,Yet,"EMU Schools",734-487-4453
SFE,4781,220189,"DETROIT ST. FILLING STATION, LUNCH ROOM","300 DETROIT STREET",ANN ARBOR,,Hansell,"Lunch Room Chain",734-224-2161
SFE,4781,220190,EMU BUILD PIZZA BY DESIGN,"900 OAKWOOD",YPSILANTI,,Yet,"EMU Schools",734-487-4453
SFE,4781,220198,BAYMONT INN & SUITES,"1230 DEXTER ST",MILAN,,Matranga,"09 PB Area Milan & Ecorse/Ford",734-439-1400
SFE,4781,220199,LITTLE CAESAR'S PIZZA,"1783 WASHTENAW",YPSILANTI,,Matranga,"Little Caesars chain",734-483-4200
SFE,4781,220361,GROTTO, THE,"303 S. ASHLEY ST",ANN ARBOR,,Yet,"12 SM Area Dwntwn AA, Wash Ave",734-369-4212
SFE,4781,220613,HUNGRY HOWIE'S PIZZA,"1530 HOLMES RD",YPSILANTI,YPSILANTI,Matranga,"Hungry Howie chain",734-896-5151
SFE,4781,220614,734 BREWING COMPANY,"15 E CROSS ST",YPSILANTI,,Pearson,"19 CH Area AA Schls & DepotTwn",734-340-3468
SFE,4781,220615,LA TAQUERIA ANN ARBOR,"106 E LIBERTY ST SUITE 120",ANN ARBOR,,Matranga,"15 SM Area Washngtn, Librty AA",734-369-6922
SFE,4781,220617,ANN ARBOR FISH AND CHICKEN,"4872 WASHTENAW AVE",ANN ARBOR,PITTSFIELD,Pearson,"17 CY Area Washtnaw & Carpnter",734-544-1833
SFE,4781,220622,BUDDY'S PIZZA,"3153 ANN ARBOR SALINE RD",ANN ARBOR,PITTSFIELD,Deedler,"16 CW Area Jackson, Zeeb, Lohr",248-855-6222
SFE,4781,220707,ROBIN HILLS FARM,"20390 N M-52",CHELSEA,SYLVAN,Hauck,"01 PB Area Chelsea",248-246-0532
SFE,4781,221470,242 CAFE,"648 S WAGNER",ANN ARBOR,,Kamenec,"16 CW Area Jackson, Zeeb, Lohr",810-231-0190
SFE,4781,221475,SWEETWATERS OF YPSILANTI,"735 W. CROSS ST",YPSILANTI,,Matranga,"Sweetwater's chain",734-340-6865
SFE,4781,222121,DUNKIN DONUTS,"608 S. HEWITT",YPSILANTI,YPSILANTI,Pearson,"12 SM Area Dwntwn AA, Wash Ave",734-434-9380
SFE,4781,223774,POKE FISH,"3500 WASHTENAW AVE E-4",ANN ARBOR,,Hauck,"12 SM Area Dwntwn AA, Wash Ave",734-922-2207
SFE,4781,223914,BLACK ROCK,"3776 S. STATE ST",ANN ARBOR,PITTSFIELD,Hansell,"08 CH Area Manchest & Briarwod",734-992-7625
SFE,4781,224116,BLOM MEADWORKS,"100 S FOURTH AVE, SUITE 110",ANN ARBOR,,Kamenec,"15 SM Area Washngtn, Librty AA",734-548-9729
SFE,4781,224384,MOMO/SUSHI BAR,"895 W. EISENHOWER PKWY",ANN ARBOR,,Deedler,"20 CY Area Packard & Eisenhowr",734-800-4909
SFE,4781,224599,BLIND PIG CAFE,"208 S. FIRST ST",ANN ARBOR,,Matranga,"15 SM Area Washngtn, Librty AA",734-996-8555
SFE,4781,224604,LOS AMIGOS FIESTA,"4855 WASHTENAW",ANN ARBOR,PITTSFIELD,Pearson,"Los Amigos Chain",734-434-5554
SFE,4781,225113,LAN CITY HAND-PULLED NOODLE,"2612 WASHTENAW",YPSILANTI,,Kamenec,"03 PB Area Whit Lke & Wash Ave",734-717-8886
SFE,4781,225477,ST. JOE'S MERCY HOPSITAL - CHELSEA,"775 S. MAIN ST",CHELSEA,,Hansell,"St. Joseph's Hospital-AA Chain",734-593-5770
SFE,4781,225478,"JOE'S JAVA @ ST JOE'S MERCY HOSP-CHELSE","775 S. MAIN ST",CHELSEA,,Hansell,"St. Joseph's Hospital-AA Chain",734-593-5770
SST,4781,226044,GOOD EATS MOBILE FOOD STFU,"6000 WASHINGTON ST",ROMULUS,OUT OF COUNTY,Pearson,"10 SM Area Mich Ave/Ypsi City",734-747-3836
SFE,4781,226135,KANG'S KOREAN RESTAURANT,"1327 S. UNIVERSITY",ANN ARBOR,,Kamenec,"04 VD Area UM Campus South",734-761-1327
SFE,4781,227309,CIRC BAR/KING & WHITE,"210 S. FIRST ST",ANN ARBOR,,Matranga,"15 SM Area Washngtn, Librty AA",734-277-3656
SFE,4781,227310,FAIRFIELD INN & SUITES,"326 JAMES L HART PKWY",YPSILANTI,YPSILANTI,Pearson,"18 CW Area Whittker & Mich Ave",752-5799
SFE,4781,228371,LAS DOS FUENTES LLC,"1960 WHITTAKER RD",YPSILANTI,YPSILANTI,Pearson,"18 CW Area Whittker & Mich Ave",734-961-6644
SFE,4781,228372,GO M.A.D. FITNESS,"1015 DEXTER",MILAN,MILAN,Matranga,"09 PB Area Milan & Ecorse/Ford",734-508-6786
SFE,4781,228374,"EMU EASTERN EATERIES- MELT LAB/CIAO BELL","7 ANN ST",YPSILANTI,,Yet,"EMU Schools",734-487-4453
SFE,4781,228375,EMU EASTERN EATERIES COMMISSARY- CLUCK,"7 ANN ST",YPSILANTI,,Yet,"EMU Schools",734-487-5543
SFE,4781,228377,EMU EASTERN EATERIES- THE MARKET/EAGLES,"7 ANN AT",YPSILANTI,,Yet,"EMU Schools",734-487-4453
SFE,4781,228378,EMU EASTERN EATERIES COMMISSARY PIZZA,"7 ANN ST",YPSILANTI,,Yet,"EMU Schools",734-487-4453
SFE,4781,229500,LITTLE CAESARS,"527 W. MAIN STREET",MILAN,,Matranga,"Little Caesars chain",734-508-6472
SFE,4781,229501,HELLO! ICE CREAM,"3744 PLAZA DR",ANN ARBOR,PITTSFIELD,Hansell,"08 CH Area Manchest & Briarwod",419-279-0233
SFE,4781,230399,CHELA'S DEXTER RESTAURANT,"7065 DEXTER ANN ARBOR RD",DEXTER,,Matranga,"02 VD Area Dexter",734-580-2149
SMF,4781,231023,PIZZA HOUSE (MOBILE),"618 CHURCH ST",ANN ARBOR,,Kamenec,"04 VD Area UM Campus South",734-995-5095
SFE,4781,231674,NIGHTCAP/LO-FI,"220 S. MAIN ST",ANN ARBOR,,Deedler,"BarStar Group",734-369-6070
SFE,4781,231675,MA LOU'S FRIED CHICKEN,"15 W. MICHIGAN AVENUE",YPSILANTI,,Pearson,"10 SM Area Mich Ave/Ypsi City",734-905-7994
SFE,4781,234056,VALIANT BAR & GRILL,"1120 SOUTH MAIN ST",CHELSEA,,Kamenec,"Owner Porikos",734-475-7714
SFE,4781,234858,PALIO,"347 S. MAIN ST",ANN ARBOR,,Matranga,"Mainstreet Ventures chain",734-930-6156
SFE,4781,234860,CHOP HOUSE (THE)/MSVRG DOWNTOWN VENTURES,"322 S. MAIN ST",ANN ARBOR,,Matranga,"Mainstreet Ventures chain",734-669-8826
SFE,4781,234861,CARSON'S,"2000 COMMONWEALTH AVE",ANN ARBOR,,Matranga,"Mainstreet Ventures chain",734-622-0537
SFE,4781,234862,REAL SEAFOOD COMPANY,"341 S MAIN ST",ANN ARBOR,,Matranga,"Mainstreet Ventures chain",734-668-6062
SFE,4781,234863,LA PINA LOCA,"3980 PLATT RD",ANN ARBOR,,Pearson,"17 CY Area Washtnaw & Carpnter",734-929-5487
